indicativo,altitud,tmed,hrMedia_mean,latitud_dd,longitud_dd,cluster
9274X,432,13.454199634814364,72.10986001217286,42.91888888888889,-1.835,0
9280B,375,14.257358402971215,66.7453574744661,42.54944444444444,-1.8575,1
9283X,268,14.149715909090908,61.41619318181818,42.206944444444446,-1.7113888888888888,4
9287A,1096,10.252748361069088,61.06303580433686,42.02638888888889,-2.230833333333333,1
9293X,371,15.735566642908054,64.35994297933,42.17611111111111,-1.743888888888889,4
9294E,295,15.504707534834337,59.950879490098,42.19861111111111,-1.475277777777778,4
9299X,475,14.647421832144817,61.70049369171695,41.915,-1.7233333333333334,4
9301X,410,14.630794205794205,60.845904095904096,41.95888888888889,-1.6905555555555556,4
9302Y,297,15.548791872597473,64.00329489291597,42.05555555555555,-1.6094444444444445,4
9321X,321,15.374031746031745,64.37142857142857,42.12111111111111,-1.1397222222222223,4
9336D,543,14.166464757709251,64.21227973568281,41.98416666666667,-0.9958333333333332,4
9344C,863,13.591158380317784,57.67606355715018,41.21638888888889,-2.293055555555556,4
9352A,1000,12.321016483516482,60.80173992673993,41.57472222222223,-2.140277777777778,4
9354X,703,14.040268790443006,58.83712356028922,41.293055555555554,-1.8952777777777776,4
9374X,1000,12.713977011494254,58.97701149425287,40.56666666666667,-1.3208333333333333,4
9377Y,1185,12.124222487424031,56.39964249233912,40.77861111111111,-1.5683333333333334,4
9381I,884,13.04904184591318,60.02659366445053,40.92611111111111,-1.2933333333333332,4
9390,774,13.756057494866528,56.76865160848734,41.114444444444445,-1.41,4
9394X,582,14.795498281786942,53.80790378006873,41.33111111111111,-1.6452777777777778,4
9427X,370,15.757647462277093,57.89780521262003,41.48111111111111,-1.3808333333333334,4
9434,249,16.85119780971937,57.03388090349076,41.660555555555554,-1.0041666666666669,4
9434P,258,16.851962809917357,51.752066115702476,41.62111111111111,-0.9347222222222222,4
9436X,1255,11.742299794661191,61.890143737166326,40.99527777777778,-1.0875,4
9445L,1800,8.37794520547945,57.99452054794521,42.7625,-0.3927777777777778,3
9451F,1850,8.672431077694236,58.29685815676398,42.70444444444445,-0.2752777777777778,3
9453X,1100,10.633707557502738,64.50819682326411,42.69916666666666,-0.3188888888888889,3
9460X,775,12.742915811088297,58.84428473648186,42.51277777777778,-0.3555555555555555,4
9491X,390,14.73944321940463,65.7188533627343,42.02944444444445,-0.5858333333333333,1
9495Y,405,15.271541095890411,61.31678082191781,41.79666666666667,-0.6172222222222222,4
9501X,535,14.910224089635856,56.42156862745098,41.44305555555555,-0.8858333333333333,4
9510X,205,16.530816746739877,59.11187371310913,41.42916666666667,-0.5038888888888889,4
9513X,800,13.724748858447489,58.407762557077625,41.03111111111111,-0.8055555555555556,4
9531Y,895,13.078082191780823,58.72974611354203,40.82861111111112,-0.7927777777777778,4
9546B,305,17.1265306122449,56.61459968602826,41.17194444444444,-0.4419444444444445,4
9550C,762,14.09870848708487,58.42158671586716,40.97444444444445,-0.4077777777777778,4
9561X,755,15.077534246575343,53.69315068493151,40.79833333333333,-0.3152777777777777,4
9562X,990,13.129585253456222,62.41254441938012,40.62166666666667,-0.1019444444444444,4
9563X,1220,11.823308619091751,52.429360015656655,40.49861111111111,-0.1866666666666666,4
9569A,466,16.111658986175115,50.496334789646504,40.946666666666665,-0.2377777777777777,4
9573X,334,14.982405956112853,59.992163009404386,41.05805555555556,-0.1416666666666666,4
9574B,215,17.6872591006424,57.859743040685224,41.2425,-0.0686111111111111,4
9576C,357,14.040690978886756,62.79654510556622,41.52194444444444,-0.1741666666666666,4
9585,1699,8.28766550522648,62.87770034843206,42.3325,1.9394444444444443,3
9590,1038,11.62886723507917,60.98355663824604,42.36222222222222,1.6933333333333334,4
9590D,1940,7.774281626325669,62.987204730868136,42.430277777777775,1.6674999999999998,3
9619,677,12.950788211103497,59.55551747772447,42.35472222222222,1.4627777777777775,4
9632X,1196,11.158853754940711,63.96521739130435,42.23027777777778,1.5694444444444444,3
9638D,609,13.577290519748628,63.68406158269974,42.15444444444445,1.3119444444444446,4
9647X,435,13.477454744925947,67.15743280307186,41.80583333333333,1.3955555555555554,4
9650X,400,14.494309190505174,63.93274497869751,41.88138888888889,1.1086111111111112,4
9657X,952,11.253437477219373,61.32257091235289,42.625,1.126111111111111,4
9660,1907,7.523000470803998,63.03720840532894,42.58083333333334,1.0075,3
9677,2410,6.499828245878555,67.26558995556549,42.41,1.2147222222222225,3
9689X,1273,10.975492880613363,64.22702011640341,42.46638888888889,0.9908333333333332,3
9698U,807,13.919564017660043,54.92439293598234,42.20472222222222,0.8647222222222222,4
9707,515,15.012584684084358,54.195314319625325,42.066944444444445,0.9072222222222224,4
9718X,463,15.214537755822159,64.42095977417078,41.68111111111111,1.2230555555555558,4
9720X,388,15.125309252486337,56.49959837904459,41.65055555555556,1.1494444444444445,4
9724X,520,14.695384345383864,63.98880925622958,41.873333333333335,0.7561111111111111,4
9726E,657,12.33105239073029,70.32395022474896,41.55722222222222,1.3094444444444444,4
9729X,252,16.189453717754173,66.28502781992918,41.61694444444444,0.8666666666666667,4
9744B,1089,11.298388998035364,63.40547559981989,42.50333333333333,0.7988888888888889,3
9751,760,13.81919413919414,58.31098901098901,42.31861111111112,0.7469444444444444,4
9756X,765,13.417911615174031,62.775322643723115,42.1125,0.48,4
9771C,186,16.399061400078217,62.90653109112241,41.62611111111112,0.5980555555555556,4
9772X,673,14.989256386861312,61.23882299270073,41.36611111111111,0.9136111111111112,4
9775X,392,15.773272311212814,63.755148741418765,41.41361111111111,0.6783333333333333,4
9776D,488,15.550124487601169,64.84360531591622,41.39333333333333,0.7341666666666666,4
9784P,992,12.015219092331769,65.30535993740219,42.63,0.2247222222222222,3
9808X,610,14.298331370239497,64.81821751079701,42.42166666666667,0.1380555555555555,4
9812M,1206,12.391522988505747,65.7478448275862,42.655277777777776,-0.0991666666666666,3
9814I,1905,7.7175612988734255,65.28124013229436,42.65611111111111,-0.1244444444444444,3
9814X,1076,13.8305589148005,60.71672345405328,42.6375,-0.1119444444444444,3
9838B,1120,10.846221613155834,64.24608252736301,42.59944444444445,0.5205555555555557,3
9839V,2374,4.967019867549669,67.89549750850725,42.555,0.5430555555555555,3
9843A,825,12.92736193518941,65.23094477407577,42.47694444444445,0.4341666666666667,3
9855E,600,13.606827073552427,61.77171361502347,42.20138888888889,0.4661111111111111,4
9866C,305,15.199432485322898,62.519765166340505,42.021388888888886,0.1405555555555555,4
9894Y,300,15.64938412408759,63.971943430656935,41.799166666666665,-0.1608333333333333,4
9898,546,14.871368421052631,62.1578947368421,42.08444444444444,-0.3255555555555555,4
9901X,463,15.52787408759124,60.18042883211679,42.138888888888886,-0.395,4
9908X,380,15.497503930817611,60.290683962264154,41.77388888888889,-0.3330555555555555,4
9911X,178,16.14002298850575,63.088735632183905,41.61944444444445,0.1877777777777777,4
9918Y,218,15.2813184079602,68.07619965685433,41.78083333333333,0.3769444444444444,4
9924X,170,17.10098630136986,62.74931506849315,41.52472222222222,0.3555555555555555,4
9935X,483,14.610950721752117,64.67322050771529,40.873333333333335,0.1463888888888889,1
9946X,495,15.912560492740871,60.93576770787506,40.95305555555556,0.3116666666666666,1
9947X,370,16.46002747252747,62.62362637362637,41.17722222222222,0.3533333333333333,4
9961X,363,16.942368708971554,62.38512035010941,41.24944444444444,0.7352777777777777,4
9975X,112,16.940693604622403,66.92071106094808,41.005,0.6136111111111111,1
9981A,50,18.9284435604177,60.25708602685231,40.82027777777778,0.4933333333333333,1
9987P,1,17.604570043032698,73.2868674708549,40.69916666666666,0.81,1
9988B,2467,3.541275545787889,68.75423262087597,42.69194444444444,0.9738888888888888,3
9990X,1161,10.667447363471629,65.09890389597913,42.70027777777778,0.8769444444444445,3
9994X,722,12.002283653846153,73.0634014423077,42.77611111111111,0.6897222222222222,0
9995Y,334,14.258026755852844,75.47129319955407,43.09111111111111,-1.3008333333333333,0
9998X,1006,12.098143015521064,61.951219512195124,40.921388888888885,-1.4944444444444445,4
B013X,490,15.000332778702163,69.02995008319468,39.82333333333334,2.8858333333333333,0
B051A,5,18.0067843866171,70.03438661710037,39.79555555555555,2.691388888888889,1
B087X,60,18.52568143100511,69.50191652470187,39.689166666666665,2.512777777777778,1
B103B,52,17.368972491909386,68.6779935275081,39.57944444444445,2.368888888888889,1
B158X,50,17.333312538989393,69.90548970679976,39.55138888888889,2.466388888888889,1
B228,3,19.209351432880844,70.26093514328808,39.55416666666667,2.625277777777778,1
B236C,95,17.111213235294116,69.72683823529412,39.64222222222222,2.6438888888888887,1
B248,1030,13.162852822580644,70.54624126337059,39.735,2.713055555555556,3
B275E,47,19.41672335600907,65.00340136054422,39.60583333333334,2.706666666666667,1
B278,5,17.306706281833616,68.38857219284162,39.56083333333333,2.736666666666667,1
B301,113,18.779371859296482,70.01959798994974,39.37972222222222,2.785,1
B334X,140,18.097615293653924,68.8730784391013,39.49555555555556,2.8916666666666666,1
B341X,149,18.687872665017462,69.1579784931927,39.50611111111111,3.0055555555555555,1
B346X,120,18.04210872334233,64.10053475935828,39.52166666666667,3.0191666666666666,1
B362X,40,17.175205479452053,72.90730593607306,39.40583333333333,3.0641666666666665,1
B373X,3,17.265503080082137,73.2943189596167,39.35111111111111,3.0119444444444445,1
B398A,165,18.181942789034565,73.41835518474375,39.13555555555556,2.936666666666667,1
B410B,45,18.272648941099256,71.66021026961495,39.34,3.145833333333333,1
B434X,17,18.8221116740457,72.43161007078383,39.41444444444444,3.2716666666666665,1
B496X,25,18.03065134099617,73.61974502313788,39.63027777777778,3.383611111111111,1
B526X,110,17.86508515815085,71.56756408388108,39.68861111111111,3.351111111111112,1
B569X,57,19.749075144508673,74.90461824991571,39.71666666666667,3.478055555555556,1
B603X,99,18.75661859403275,68.67301587301587,39.723055555555554,3.278611111111111,1
B605X,2,17.63663017982799,73.12842064112589,39.79666666666667,3.104722222222222,1
B614E,100,17.759840182648404,71.44199593147682,39.55694444444444,3.217777777777778,1
B640X,95,18.245543584720863,69.05484818805093,39.61638888888889,3.121111111111111,1
B644B,120,17.47214463840399,64.3640897755611,39.64333333333333,3.002222222222222,1
B656A,121,17.5831714527027,64.97516824483205,39.6525,2.8002777777777776,1
B662X,105,17.874064837905237,67.56608478802993,39.67805555555555,2.8738888888888887,1
B684A,842,12.874986316365625,73.10180623973727,39.79277777777778,2.787777777777777,0
B691,40,17.975297303290127,67.36604600667991,39.748333333333335,3.015277777777778,1
B691Y,32,17.861530218602656,65.88783135599724,39.74916666666667,3.0166666666666666,1
B760X,45,18.4839596700275,68.03093492208983,39.87694444444445,3.0241666666666664,1
B780X,2,18.82352067512571,72.50459595848406,39.909444444444446,3.100277777777778,1
B800X,78,18.829645653069633,78.020763281825,39.87611111111112,4.323888888888889,1
B825B,80,18.151651459669893,71.92863102627338,39.99055555555556,4.086388888888888,1
B860X,20,18.45053257730943,69.79936617686025,39.99277777777778,3.853888888888889,1
B870C,43,17.424329144589816,70.78823836370408,39.94472222222222,3.956666666666667,1
B893,91,17.863291634089133,71.95758405003909,39.85472222222222,4.215555555555556,1
B908X,110,17.435346889952154,69.80003987240829,39.05611111111111,1.4925000000000002,1
B925,32,18.59295935625249,69.49398043671565,38.96305555555556,1.321388888888889,1
B954,6,18.459362783424552,70.7642689601251,38.87638888888889,1.3844444444444444,1
B957,3,18.50757159670459,68.04590035307965,38.922777777777775,1.4413888888888888,1
B986,24,19.353354593235814,71.71971074295924,38.69361111111111,1.463611111111111,1
C018J,376,18.99890410958904,73.19817351598174,28.96972222222222,-13.690277777777778,2
C019V,6,21.13344733242134,67.05243958048335,28.85888888888889,-13.835,2
C029O,14,21.958111806098515,63.510946051602815,28.951944444444443,-13.600277777777777,2
C038N,277,19.231550068587108,72.53246456332876,29.14361111111111,-13.489166666666666,2
C048W,275,18.989072543617997,74.15840220385675,29.0425,-13.680833333333332,2
C101A,2223,12.123427529626253,38.86007292616226,28.75583333333333,-17.89527777777778,5
C117A,684,17.28577114427861,69.25273631840795,28.760555555555555,-17.985555555555557,2
C117Z,733,17.65536194827765,69.32097554682917,28.674722222222226,-17.936666666666667,2
C126A,844,16.61397357723577,63.884654471544714,28.653888888888886,-17.853055555555557,2
C129V,19,21.803745600804426,68.01885369532428,28.455,-17.84111111111111,2
C129Z,62,22.01784618845192,65.63243835142968,28.59583333333333,-17.915277777777778,2
C139E,33,21.043194352728595,69.73608407748215,28.63305555555556,-17.755,2
C148F,362,18.410188261351053,75.38067552602436,28.804722222222225,-17.78222222222222,2
C229J,15,22.208049738219895,60.390488656195465,28.049166666666668,-14.358055555555556,2
C239N,1,21.802721088435373,64.21556122448979,28.20861111111111,-14.023055555555556,2
C248E,252,19.87482887367766,66.869321717486,28.416944444444447,-14.019166666666669,2
C249I,25,21.403934652554074,67.82512655315233,28.44472222222222,-13.863055555555556,2
C258K,217,19.707070063694268,70.0072186836518,28.6125,-13.931666666666668,2
C314Z,1474,14.083290949954634,63.879892224285435,28.106944444444444,-17.249166666666667,5
C316I,916,16.90222912516688,66.975258459683,28.12833333333333,-17.315,2
C317B,765,16.64385106382979,80.2872340425532,28.17888888888889,-17.213055555555556,2
C319W,190,21.27706338349293,67.3780209758322,28.054166666666667,-17.30638888888889,2
C328W,252,19.215538033395173,73.24257884972171,28.16361111111111,-17.194166666666668,2
C329B,219,21.19803503787879,65.12263257575758,28.031666666666663,-17.210833333333333,2
C329Z,15,22.19343415913879,70.23475671365632,28.08972222222222,-17.11138888888889,2
C406G,2150,12.787704472953182,30.75360622252732,28.224166666666665,-16.62611111111111,5
C412N,2071,14.607711693548387,35.41762327577955,28.21972222222222,-16.705277777777777,5
C415A,990,16.35150254276468,67.78692211215194,28.30527777777778,-16.805555555555557,2
C417J,735,17.577348449791764,69.48395131651604,28.23333333333333,-16.789166666666667,2
C418I,476,19.52313467855467,69.12386125098999,28.21444444444444,-16.789722222222224,2
C418L,700,19.110791826309068,65.31010676016463,28.200277777777774,-16.763055555555557,2
C419L,403,20.511892362070743,64.10140845070423,28.20694444444444,-16.791944444444447,2
C419X,130,21.739443684450524,62.412595064398396,28.08138888888889,-16.710555555555555,2
C422A,1833,14.558591940713294,48.206301027322006,28.17194444444445,-16.65138888888889,5
C423R,1654,15.227590194264572,48.77819503935264,28.224166666666665,-16.52111111111111,5
C426E,1258,15.309818941504178,62.37065274406501,28.144166666666667,-16.628055555555555,5
C426I,880,17.21050884955752,66.64747023022592,28.126944444444444,-16.605833333333333,2
C426R,930,17.34582366589327,65.0216955987458,28.216944444444444,-16.490555555555556,2
C428T,418,19.398495212038302,67.5656634746922,28.180833333333336,-16.48333333333333,2
C428U,135,21.16321287408244,68.10099587212856,28.13111111111111,-16.472499999999997,2
C429I,64,22.398283582089554,61.25671641791045,28.04694444444445,-16.561111111111114,2
C430E,2369,11.043958048335615,38.71773825809394,28.308333333333334,-16.499722222222225,5
C436I,290,20.273622047244096,66.71775679995991,28.32638888888889,-16.405555555555555,2
C436L,525,19.528067700987304,64.23112875163737,28.370555555555555,-16.3975,2
C437E,500,19.217207074428888,66.54940942329962,28.26972222222222,-16.419722222222223,2
C438N,463,18.844163246694027,64.54696762425901,28.359166666666667,-16.401666666666664,2
C439J,115,20.51433458775231,63.95272720365004,28.31833333333333,-16.38222222222222,2
C446G,868,16.311463331048664,76.64067854694997,28.52638888888889,-16.280277777777776,2
C447A,632,17.5025538124772,75.24972637723458,28.4775,-16.329444444444444,2
C448C,136,21.196954496596202,62.991124799332695,28.4625,-16.273333333333333,2
C449C,36,22.386281217926786,59.96732808758125,28.46333333333333,-16.255277777777778,2
C449F,19,21.9978411618623,63.212079592464576,28.508055555555558,-16.195555555555554,2
C449Q,305,18.49765987025023,74.60424341444848,28.56,-16.228055555555553,2
C453I,1744,12.624530563324011,57.75841066986905,28.39472222222222,-16.433333333333334,5
C455M,1065,13.826430842607314,73.11800458347669,28.361666666666668,-16.496944444444445,2
C456E,922,15.08060368921185,74.08388338889063,28.453888888888887,-16.40861111111111,2
C456P,906,14.6587890625,76.62227881200866,28.36138888888889,-16.546666666666667,2
C456R,551,17.16021146355036,75.90869837003947,28.372777777777777,-16.541944444444447,2
C457E,650,15.883697674418602,76.93366804039074,28.449444444444445,-16.438055555555557,2
C457I,567,17.055745554035568,72.87870497036023,28.434444444444445,-16.454444444444444,2
C458A,310,19.276734897653522,70.67498751872192,28.49638888888889,-16.42,2
C458U,595,16.2595676369863,79.95712182956287,28.36861111111111,-16.578055555555554,2
C459Z,25,21.627486187845303,70.34149289343112,28.41805555555556,-16.548333333333336,2
C466O,878,15.181984989373037,77.47278651429247,28.339166666666664,-16.794444444444448,2
C467I,525,16.48199233716475,73.67999168994687,28.35333333333333,-16.708333333333332,2
C468I,218,19.445473441108543,72.20868324234738,28.36694444444445,-16.72222222222222,2
C468O,450,18.051655913978493,72.51983186727324,28.356944444444444,-16.80138888888889,2
C468X,667,16.154491255961844,76.18649279444988,28.37305555555556,-16.625833333333333,2
C611E,1702,13.679392405063291,51.22527346148674,27.976666666666667,-15.58388888888889,5
C612F,1514,14.208014112903227,57.0804315856919,28.006944444444443,-15.59888888888889,5
C614H,1060,19.18076923076923,43.970903010033446,27.995,-15.615833333333333,5
C619I,10,20.55801941126792,74.22608695652174,28.000833333333333,-15.81388888888889,2
C619X,5,21.803877965614227,63.624022089277496,28.101111111111116,-15.712777777777776,2
C619Y,13,21.551921434671222,61.234415029888986,28.00111111111111,-15.8075,2
C623I,1220,17.775138339920947,50.239723320158106,27.92666666666667,-15.599722222222224,5
C625O,806,19.806911447084232,56.79740820734341,27.856944444444444,-15.645,5
C628B,318,22.005972696245735,56.49338737201365,27.90888888888889,-15.77,2
C629Q,10,21.603350413874654,72.02601497832084,27.78,-15.71111111111111,2
C629X,10,21.97368129841387,63.12652157875323,27.81638888888889,-15.764166666666666,2
C635B,960,19.363282247765007,51.52171136653895,27.92,-15.574166666666668,5
C639M,45,22.429606931530007,63.36939983093829,27.758055555555558,-15.575555555555557,2
C639U,41,21.89502739148757,62.42372524230931,27.8125,-15.453055555555554,2
C648C,306,21.380563213863727,57.447420244190624,27.9025,-15.453888888888889,2
C648N,344,19.925088339222615,62.08421672555948,27.9875,-15.457777777777777,2
C649I,24,22.05819708095046,63.661864949472545,27.91777777777778,-15.395277777777777,2
C649R,9,21.241275192950667,66.18997258127693,27.986666666666668,-15.377777777777778,2
C656V,683,16.92903861308117,75.28447596532703,28.075277777777774,-15.547222222222222,2
C658L,269,19.58882803943045,76.51734209565535,28.075,-15.450833333333332,2
C658X,269,19.150274254370927,73.36030167980802,28.078055555555554,-15.453333333333331,2
C659H,55,21.381393240404922,67.2743334983055,28.08972222222222,-15.416111111111112,2
C659M,15,21.733451029205344,70.12435828983533,28.11305555555556,-15.421388888888888,2
C665T,900,16.842144540455617,71.6537706205813,28.065555555555555,-15.565555555555555,2
C668V,352,19.85719314040798,65.0810557485689,28.094444444444445,-15.675,2
C669B,86,20.772700228832953,71.64599542334096,28.141666666666666,-15.506666666666666,2
C689E,6,21.704475790537543,66.6444938128134,27.735833333333336,-15.595833333333331,2
C839X,19,21.27794326241135,68.68416075650119,29.22972222222222,-13.510277777777778,2
C916Q,948,16.718712575345776,60.02051983584131,27.718888888888888,-17.978055555555553,2
C917E,713,18.145460164160053,64.43777284850745,27.725277777777777,-18.115,2
C919K,98,21.776340330503405,62.409783965313956,27.665277777777774,-18.01861111111111,2
C925F,1070,14.565010570824525,73.2167483705027,27.76888888888889,-17.960277777777776,2
C928I,670,16.984466019417475,82.61326860841424,27.81083333333333,-17.919444444444444,2
C929I,32,21.72768052516411,70.96881838074398,27.81888888888889,-17.88888888888889,2
C939T,20,21.605517555859553,69.6420428636571,27.75638888888889,-18.1075,2
