indicativo,altitud,tmed,latitud_dd,longitud_dd,cluster
C418L,700,19.110791826309068,28.200277777777774,-16.763055555555557,1
C419L,403,20.511892362070743,28.20694444444444,-16.791944444444447,1
C419X,130,21.739443684450524,28.08138888888889,-16.710555555555555,1
C422A,1833,14.558591940713294,28.17194444444445,-16.65138888888889,1
C423R,1654,15.227590194264572,28.224166666666665,-16.52111111111111,1
C426E,1258,15.309818941504178,28.144166666666667,-16.628055555555555,1
C426I,880,17.21050884955752,28.126944444444444,-16.605833333333333,1
C426R,930,17.34582366589327,28.216944444444444,-16.490555555555556,1
C428T,418,19.398495212038302,28.180833333333336,-16.48333333333333,1
C428U,135,21.16321287408244,28.13111111111111,-16.472499999999997,1
C429I,64,22.398283582089554,28.04694444444445,-16.561111111111114,1
C430E,2369,11.043958048335615,28.308333333333334,-16.499722222222225,1
C436I,290,20.273622047244096,28.32638888888889,-16.405555555555555,1
C436L,525,19.528067700987304,28.370555555555555,-16.3975,1
C437E,500,19.217207074428888,28.26972222222222,-16.419722222222223,1
C438N,463,18.844163246694027,28.359166666666667,-16.401666666666664,1
C439J,115,20.51433458775231,28.31833333333333,-16.38222222222222,1
C446G,868,16.311463331048664,28.52638888888889,-16.280277777777776,1
C447A,632,17.5025538124772,28.4775,-16.329444444444444,1
C448C,136,21.196954496596202,28.4625,-16.273333333333333,1
C449C,36,22.386281217926786,28.46333333333333,-16.255277777777778,1
C449F,19,21.9978411618623,28.508055555555558,-16.195555555555554,1
C449Q,305,18.49765987025023,28.56,-16.228055555555553,1
C453I,1744,12.624530563324011,28.39472222222222,-16.433333333333334,1
C455M,1065,13.826430842607314,28.361666666666668,-16.496944444444445,1
C456E,922,15.08060368921185,28.453888888888887,-16.40861111111111,1
C456P,906,14.6587890625,28.36138888888889,-16.546666666666667,1
C456R,551,17.16021146355036,28.372777777777777,-16.541944444444447,1
C457E,650,15.883697674418602,28.449444444444445,-16.438055555555557,1
C457I,567,17.055745554035568,28.434444444444445,-16.454444444444444,1
C458A,310,19.276734897653522,28.49638888888889,-16.42,1
C458U,595,16.2595676369863,28.36861111111111,-16.578055555555554,1
C459Z,25,21.627486187845303,28.41805555555556,-16.548333333333336,1
C466O,878,15.181984989373037,28.339166666666664,-16.794444444444448,1
C467I,525,16.48199233716475,28.35333333333333,-16.708333333333332,1
C468I,218,19.445473441108543,28.36694444444445,-16.72222222222222,1
C468O,450,18.051655913978493,28.356944444444444,-16.80138888888889,1
C468X,667,16.154491255961844,28.37305555555556,-16.625833333333333,1
C611E,1702,13.679392405063291,27.976666666666667,-15.58388888888889,1
C612F,1514,14.208014112903227,28.006944444444443,-15.59888888888889,1
C614H,1060,19.18076923076923,27.995,-15.615833333333333,1
C619I,10,20.55801941126792,28.000833333333333,-15.81388888888889,1
C619X,5,21.803877965614227,28.101111111111116,-15.712777777777776,1
C619Y,13,21.551921434671222,28.00111111111111,-15.8075,1
C623I,1220,17.775138339920947,27.92666666666667,-15.599722222222224,1
C625O,806,19.806911447084232,27.856944444444444,-15.645,1
C628B,318,22.005972696245735,27.90888888888889,-15.77,1
C629Q,10,21.603350413874654,27.78,-15.71111111111111,1
C629X,10,21.97368129841387,27.81638888888889,-15.764166666666666,1
C635B,960,19.363282247765007,27.92,-15.574166666666668,1
C639M,45,22.429606931530007,27.758055555555558,-15.575555555555557,1
C639U,41,21.89502739148757,27.8125,-15.453055555555554,1
C648C,306,21.380563213863727,27.9025,-15.453888888888889,1
C648N,344,19.925088339222615,27.9875,-15.457777777777777,1
C649I,24,22.05819708095046,27.91777777777778,-15.395277777777777,1
C649R,9,21.241275192950667,27.986666666666668,-15.377777777777778,1
C656V,683,16.92903861308117,28.075277777777774,-15.547222222222222,1
C658L,269,19.58882803943045,28.075,-15.450833333333332,1
C658X,269,19.150274254370927,28.078055555555554,-15.453333333333331,1
C659H,55,21.381393240404922,28.08972222222222,-15.416111111111112,1
C659M,15,21.733451029205344,28.11305555555556,-15.421388888888888,1
C665T,900,16.842144540455617,28.065555555555555,-15.565555555555555,1
C668V,352,19.85719314040798,28.094444444444445,-15.675,1
C669B,86,20.772700228832953,28.141666666666666,-15.506666666666666,1
C689E,6,21.704475790537543,27.735833333333336,-15.595833333333331,1
C839X,19,21.27794326241135,29.22972222222222,-13.510277777777778,1
C916Q,948,16.718712575345776,27.718888888888888,-17.978055555555553,1
C917E,713,18.145460164160053,27.725277777777777,-18.115,1
C919K,98,21.776340330503405,27.665277777777774,-18.01861111111111,1
C925F,1070,14.565010570824525,27.76888888888889,-17.960277777777776,1
C928I,670,16.984466019417475,27.81083333333333,-17.919444444444444,1
C929I,32,21.72768052516411,27.81888888888889,-17.88888888888889,1
C939T,20,21.605517555859553,27.75638888888889,-18.1075,1
